,beta,init_rec_frac
2605,0.62,0.76
2606,0.62,0.77
2607,0.62,0.78
2608,0.62,0.79
2609,0.62,0.8
2610,0.62,0.81
2611,0.62,0.82
2612,0.62,0.83
2613,0.62,0.84
2614,0.62,0.85
2615,0.62,0.86
2616,0.62,0.87
2617,0.62,0.88
2618,0.62,0.89
2619,0.62,0.9
2620,0.62,0.91
2621,0.62,0.92
2622,0.62,0.93
2623,0.62,0.94
2624,0.62,0.95
2625,0.62,0.96
2626,0.62,0.97
2627,0.62,0.98
2628,0.62,0.99
2629,0.63,0.2
2630,0.63,0.21
2631,0.63,0.22
2632,0.63,0.23
2633,0.63,0.24
2634,0.63,0.25
2635,0.63,0.26
2636,0.63,0.27
2637,0.63,0.28
2638,0.63,0.29
2639,0.63,0.3
2640,0.63,0.31
2641,0.63,0.32
2642,0.63,0.33
2643,0.63,0.34
2644,0.63,0.35
2645,0.63,0.36
2646,0.63,0.37
2647,0.63,0.38
2648,0.63,0.39
2649,0.63,0.4
2650,0.63,0.41
2651,0.63,0.42
2652,0.63,0.43
2653,0.63,0.44
2654,0.63,0.45
2655,0.63,0.46
2656,0.63,0.47
2657,0.63,0.48
2658,0.63,0.49
2659,0.63,0.5
2660,0.63,0.51
2661,0.63,0.52
2662,0.63,0.53
2663,0.63,0.54
2664,0.63,0.55
2665,0.63,0.56
2666,0.63,0.57
2667,0.63,0.58
2668,0.63,0.59
2669,0.63,0.6
2670,0.63,0.61
2671,0.63,0.62
2672,0.63,0.63
2673,0.63,0.64
2674,0.63,0.65
2675,0.63,0.66
2676,0.63,0.67
2677,0.63,0.68
2678,0.63,0.69
2679,0.63,0.7
2680,0.63,0.71
2681,0.63,0.72
2682,0.63,0.73
2683,0.63,0.74
2684,0.63,0.75
2685,0.63,0.76
2686,0.63,0.77
2687,0.63,0.78
2688,0.63,0.79
2689,0.63,0.8
2690,0.63,0.81
2691,0.63,0.82
2692,0.63,0.83
2693,0.63,0.84
2694,0.63,0.85
2695,0.63,0.86
2696,0.63,0.87
2697,0.63,0.88
2698,0.63,0.89
2699,0.63,0.9
2700,0.63,0.91
2701,0.63,0.92
2702,0.63,0.93
2703,0.63,0.94
2704,0.63,0.95
2705,0.63,0.96
2706,0.63,0.97
2707,0.63,0.98
2708,0.63,0.99
2709,0.64,0.2
2710,0.64,0.21
2711,0.64,0.22
2712,0.64,0.23
2713,0.64,0.24
2714,0.64,0.25
2715,0.64,0.26
2716,0.64,0.27
2717,0.64,0.28
2718,0.64,0.29
2719,0.64,0.3
2720,0.64,0.31
2721,0.64,0.32
2722,0.64,0.33
2723,0.64,0.34
2724,0.64,0.35
2725,0.64,0.36
2726,0.64,0.37
2727,0.64,0.38
2728,0.64,0.39
2729,0.64,0.4
2730,0.64,0.41
2731,0.64,0.42
2732,0.64,0.43
2733,0.64,0.44
2734,0.64,0.45
2735,0.64,0.46
2736,0.64,0.47
2737,0.64,0.48
2738,0.64,0.49
2739,0.64,0.5
2740,0.64,0.51
2741,0.64,0.52
2742,0.64,0.53
2743,0.64,0.54
2744,0.64,0.55
2745,0.64,0.56
2746,0.64,0.57
2747,0.64,0.58
2748,0.64,0.59
2749,0.64,0.6
2750,0.64,0.61
2751,0.64,0.62
2752,0.64,0.63
2753,0.64,0.64
2754,0.64,0.65
2755,0.64,0.66
2756,0.64,0.67
2757,0.64,0.68
2758,0.64,0.69
2759,0.64,0.7
2760,0.64,0.71
2761,0.64,0.72
2762,0.64,0.73
2763,0.64,0.74
2764,0.64,0.75
2765,0.64,0.76
2766,0.64,0.77
2767,0.64,0.78
2768,0.64,0.79
2769,0.64,0.8
2770,0.64,0.81
2771,0.64,0.82
2772,0.64,0.83
2773,0.64,0.84
2774,0.64,0.85
2775,0.64,0.86
2776,0.64,0.87
2777,0.64,0.88
2778,0.64,0.89
2779,0.64,0.9
2780,0.64,0.91
2781,0.64,0.92
2782,0.64,0.93
2783,0.64,0.94
2784,0.64,0.95
2785,0.64,0.96
2786,0.64,0.97
2787,0.64,0.98
2788,0.64,0.99
2789,0.65,0.21
2790,0.65,0.22
2791,0.65,0.24
2792,0.65,0.25
2793,0.65,0.26
2794,0.65,0.27
2795,0.65,0.28
2796,0.65,0.29
2797,0.65,0.3
2798,0.65,0.31
2799,0.65,0.32
2800,0.65,0.33
2801,0.65,0.34
2802,0.65,0.35
2803,0.65,0.36
2804,0.65,0.37
2805,0.65,0.38
2806,0.65,0.39
2807,0.65,0.4
2808,0.65,0.41
2809,0.65,0.42
2810,0.65,0.43
2811,0.65,0.44
2812,0.65,0.45
2813,0.65,0.46
2814,0.65,0.47
2815,0.65,0.48
2816,0.65,0.49
2817,0.65,0.5
2818,0.65,0.51
2819,0.65,0.52
2820,0.65,0.53
2821,0.65,0.54
2822,0.65,0.55
2823,0.65,0.56
2824,0.65,0.57
2825,0.65,0.58
2826,0.65,0.59
2827,0.65,0.6
2828,0.65,0.61
2829,0.65,0.62
2830,0.65,0.63
2831,0.65,0.64
2832,0.65,0.65
2833,0.65,0.66
2834,0.65,0.67
2835,0.65,0.68
2836,0.65,0.69
2837,0.65,0.7
2838,0.65,0.71
2839,0.65,0.72
2840,0.65,0.73
2841,0.65,0.74
2842,0.65,0.75
2843,0.65,0.76
2844,0.65,0.77
2845,0.65,0.78
2846,0.65,0.79
2847,0.65,0.8
2848,0.65,0.81
2849,0.65,0.82
2850,0.65,0.83
2851,0.65,0.84
2852,0.65,0.85
2853,0.65,0.86
2854,0.65,0.87
2855,0.65,0.88
2856,0.65,0.89
2857,0.65,0.9
2858,0.65,0.91
2859,0.65,0.92
2860,0.65,0.93
2861,0.65,0.94
2862,0.65,0.95
2863,0.65,0.96
2864,0.65,0.97
2865,0.65,0.98
2866,0.65,0.99
2867,0.66,0.2
2868,0.66,0.21
2869,0.66,0.22
2870,0.66,0.23
2871,0.66,0.24
2872,0.66,0.25
2873,0.66,0.26
2874,0.66,0.27
2875,0.66,0.28
2876,0.66,0.29
2877,0.66,0.3
2878,0.66,0.31
2879,0.66,0.32
2880,0.66,0.33
2881,0.66,0.34
2882,0.66,0.35
2883,0.66,0.36
2884,0.66,0.37
2885,0.66,0.38
2886,0.66,0.39
2887,0.66,0.4
2888,0.66,0.41
2889,0.66,0.42
2890,0.66,0.43
2891,0.66,0.44
2892,0.66,0.45
2893,0.66,0.46
2894,0.66,0.47
2895,0.66,0.48
2896,0.66,0.49
2897,0.66,0.5
2898,0.66,0.51
2899,0.66,0.52
2900,0.66,0.53
2901,0.66,0.54
2902,0.66,0.55
2903,0.66,0.56
2904,0.66,0.57
2905,0.66,0.58
2906,0.66,0.59
2907,0.66,0.6
2908,0.66,0.61
2909,0.66,0.62
2910,0.66,0.63
2911,0.66,0.64
2912,0.66,0.65
2913,0.66,0.66
2914,0.66,0.67
2915,0.66,0.68
2916,0.66,0.69
2917,0.66,0.7
2918,0.66,0.71
2919,0.66,0.72
2920,0.66,0.73
2921,0.66,0.74
2922,0.66,0.75
2923,0.66,0.76
2924,0.66,0.77
2925,0.66,0.78
2926,0.66,0.79
2927,0.66,0.8
2928,0.66,0.81
2929,0.66,0.82
2930,0.66,0.83
2931,0.66,0.84
2932,0.66,0.85
2933,0.66,0.86
2934,0.66,0.87
2935,0.66,0.88
2936,0.66,0.89
2937,0.66,0.9
2938,0.66,0.91
2939,0.66,0.92
2940,0.66,0.93
2941,0.66,0.94
2942,0.66,0.95
2943,0.66,0.96
2944,0.66,0.97
2945,0.66,0.98
2946,0.66,0.99
2947,0.67,0.2
2948,0.67,0.21
2949,0.67,0.22
2950,0.67,0.23
2951,0.67,0.24
2952,0.67,0.25
2953,0.67,0.26
2954,0.67,0.27
2955,0.67,0.28
2956,0.67,0.29
2957,0.67,0.3
2958,0.67,0.31
2959,0.67,0.32
2960,0.67,0.33
2961,0.67,0.34
2962,0.67,0.35
2963,0.67,0.36
2964,0.67,0.37
2965,0.67,0.38
2966,0.67,0.39
2967,0.67,0.4
2968,0.67,0.41
2969,0.67,0.42
2970,0.67,0.43
2971,0.67,0.44
2972,0.67,0.45
2973,0.67,0.46
2974,0.67,0.47
2975,0.67,0.48
2976,0.67,0.49
2977,0.67,0.5
2978,0.67,0.51
2979,0.67,0.52
2980,0.67,0.53
2981,0.67,0.54
2982,0.67,0.55
2983,0.67,0.56
2984,0.67,0.57
2985,0.67,0.58
2986,0.67,0.59
2987,0.67,0.6
2988,0.67,0.61
2989,0.67,0.62
2990,0.67,0.63
2991,0.67,0.64
2992,0.67,0.65
2993,0.67,0.66
2994,0.67,0.67
2995,0.67,0.68
2996,0.67,0.69
2997,0.67,0.7
2998,0.67,0.71
2999,0.67,0.72
3000,0.67,0.73
3001,0.67,0.74
3002,0.67,0.75
3003,0.67,0.76
3004,0.67,0.77
3005,0.67,0.78
3006,0.67,0.79
3007,0.67,0.8
3008,0.67,0.81
3009,0.67,0.82
3010,0.67,0.83
3011,0.67,0.84
3012,0.67,0.85
3013,0.67,0.86
3014,0.67,0.87
3015,0.67,0.88
3016,0.67,0.89
3017,0.67,0.9
3018,0.67,0.91
3019,0.67,0.92
3020,0.67,0.93
3021,0.67,0.94
3022,0.67,0.95
3023,0.67,0.96
3024,0.67,0.97
3025,0.67,0.98
3026,0.67,0.99
3027,0.68,0.2
3028,0.68,0.21
3029,0.68,0.22
3030,0.68,0.23
3031,0.68,0.24
3032,0.68,0.25
3033,0.68,0.26
3034,0.68,0.27
3035,0.68,0.28
3036,0.68,0.29
3037,0.68,0.3
3038,0.68,0.31
3039,0.68,0.32
3040,0.68,0.33
3041,0.68,0.34
3042,0.68,0.35
3043,0.68,0.36
3044,0.68,0.37
3045,0.68,0.38
3046,0.68,0.39
3047,0.68,0.4
3048,0.68,0.41
3049,0.68,0.42
3050,0.68,0.43
3051,0.68,0.44
3052,0.68,0.45
3053,0.68,0.46
3054,0.68,0.47
3055,0.68,0.48
3056,0.68,0.49
3057,0.68,0.5
3058,0.68,0.51
3059,0.68,0.52
3060,0.68,0.53
3061,0.68,0.54
3062,0.68,0.55
3063,0.68,0.56
3064,0.68,0.57
3065,0.68,0.58
3066,0.68,0.59
3067,0.68,0.6
3068,0.68,0.61
3069,0.68,0.62
3070,0.68,0.63
3071,0.68,0.64
3072,0.68,0.65
3073,0.68,0.66
3074,0.68,0.67
3075,0.68,0.68
3076,0.68,0.69
3077,0.68,0.7
3078,0.68,0.71
3079,0.68,0.72
3080,0.68,0.73
3081,0.68,0.74
3082,0.68,0.75
3083,0.68,0.76
3084,0.68,0.77
3085,0.68,0.78
3086,0.68,0.79
3087,0.68,0.8
3088,0.68,0.81
3089,0.68,0.82
3090,0.68,0.83
3091,0.68,0.84
3092,0.68,0.85
3093,0.68,0.86
3094,0.68,0.87
3095,0.68,0.88
3096,0.68,0.89
3097,0.68,0.9
3098,0.68,0.91
3099,0.68,0.92
3100,0.68,0.93
3101,0.68,0.94
3102,0.68,0.95
3103,0.68,0.96
3104,0.68,0.97
3105,0.68,0.98
3106,0.68,0.99
3107,0.69,0.2
3108,0.69,0.21
3109,0.69,0.22
3110,0.69,0.23
3111,0.69,0.24
3112,0.69,0.25
3113,0.69,0.26
3114,0.69,0.27
3115,0.69,0.28
3116,0.69,0.29
3117,0.69,0.3
3118,0.69,0.31
3119,0.69,0.32
3120,0.69,0.33
3121,0.69,0.34
3122,0.69,0.35
3123,0.69,0.36
3124,0.69,0.37
3125,0.69,0.38
3126,0.69,0.39
3127,0.69,0.4
3128,0.69,0.41
3129,0.69,0.42
3130,0.69,0.43
3131,0.69,0.44
3132,0.69,0.45
3133,0.69,0.46
3134,0.69,0.47
3135,0.69,0.48
3136,0.69,0.49
3137,0.69,0.5
3138,0.69,0.51
3139,0.69,0.52
3140,0.69,0.53
3141,0.69,0.54
3142,0.69,0.55
3143,0.69,0.56
3144,0.69,0.57
3145,0.69,0.58
3146,0.69,0.59
3147,0.69,0.6
3148,0.69,0.61
3149,0.69,0.62
3150,0.69,0.63
3151,0.69,0.64
3152,0.69,0.65
3153,0.69,0.66
3154,0.69,0.67
3155,0.69,0.68
3156,0.69,0.69
3157,0.69,0.7
3158,0.69,0.71
3159,0.69,0.72
3160,0.69,0.73
3161,0.69,0.74
3162,0.69,0.75
3163,0.69,0.76
3164,0.69,0.77
3165,0.69,0.78
3166,0.69,0.79
3167,0.69,0.8
3168,0.69,0.81
3169,0.69,0.82
3170,0.69,0.83
3171,0.69,0.84
3172,0.69,0.85
3173,0.69,0.86
3174,0.69,0.87
3175,0.69,0.88
3176,0.69,0.89
3177,0.69,0.9
3178,0.69,0.91
3179,0.69,0.92
3180,0.69,0.93
3181,0.69,0.94
3182,0.69,0.95
3183,0.69,0.97
3184,0.69,0.99
3185,0.7,0.2
3186,0.7,0.21
3187,0.7,0.22
3188,0.7,0.23
3189,0.7,0.24
3190,0.7,0.25
3191,0.7,0.26
3192,0.7,0.27
3193,0.7,0.28
3194,0.7,0.29
3195,0.7,0.3
3196,0.7,0.31
3197,0.7,0.32
3198,0.7,0.33
3199,0.7,0.34
3200,0.7,0.35
3201,0.7,0.36
3202,0.7,0.37
3203,0.7,0.38
3204,0.7,0.39
3205,0.7,0.4
3206,0.7,0.41
3207,0.7,0.42
3208,0.7,0.43
3209,0.7,0.44
3210,0.7,0.45
3211,0.7,0.46
3212,0.7,0.47
3213,0.7,0.48
3214,0.7,0.49
3215,0.7,0.5
3216,0.7,0.51
3217,0.7,0.52
3218,0.7,0.53
3219,0.7,0.54
3220,0.7,0.55
3221,0.7,0.56
3222,0.7,0.57
3223,0.7,0.58
3224,0.7,0.59
3225,0.7,0.6
3226,0.7,0.61
3227,0.7,0.62
3228,0.7,0.63
3229,0.7,0.64
3230,0.7,0.65
3231,0.7,0.66
3232,0.7,0.67
3233,0.7,0.68
3234,0.7,0.69
3235,0.7,0.7
3236,0.7,0.71
3237,0.7,0.72
3238,0.7,0.73
3239,0.7,0.74
3240,0.7,0.75
3241,0.7,0.76
3242,0.7,0.77
3243,0.7,0.78
3244,0.7,0.79
3245,0.7,0.8
3246,0.7,0.81
3247,0.7,0.82
3248,0.7,0.83
3249,0.7,0.84
3250,0.7,0.85
3251,0.7,0.86
3252,0.7,0.87
3253,0.7,0.88
3254,0.7,0.89
3255,0.7,0.9
3256,0.7,0.91
3257,0.7,0.92
3258,0.7,0.93
3259,0.7,0.96
3260,0.7,0.98
3261,0.7,0.99
3262,0.71,0.21
3263,0.71,0.22
3264,0.71,0.23
3265,0.71,0.24
3266,0.71,0.25
3267,0.71,0.26
3268,0.71,0.27
3269,0.71,0.28
3270,0.71,0.29
3271,0.71,0.3
3272,0.71,0.31
3273,0.71,0.32
3274,0.71,0.33
3275,0.71,0.34
3276,0.71,0.35
3277,0.71,0.36
3278,0.71,0.37
3279,0.71,0.38
3280,0.71,0.39
3281,0.71,0.4
3282,0.71,0.41
3283,0.71,0.42
3284,0.71,0.43
3285,0.71,0.44
3286,0.71,0.45
3287,0.71,0.46
3288,0.71,0.47
3289,0.71,0.48
3290,0.71,0.49
3291,0.71,0.5
3292,0.71,0.51
3293,0.71,0.52
3294,0.71,0.53
3295,0.71,0.54
3296,0.71,0.55
3297,0.71,0.56
3298,0.71,0.57
3299,0.71,0.58
3300,0.71,0.59
3301,0.71,0.6
3302,0.71,0.61
3303,0.71,0.62
3304,0.71,0.63
3305,0.71,0.64
3306,0.71,0.65
3307,0.71,0.66
3308,0.71,0.67
3309,0.71,0.68
3310,0.71,0.69
3311,0.71,0.7
3312,0.71,0.71
3313,0.71,0.72
3314,0.71,0.73
3315,0.71,0.74
3316,0.71,0.75
3317,0.71,0.76
3318,0.71,0.77
3319,0.71,0.78
3320,0.71,0.79
3321,0.71,0.8
3322,0.71,0.81
3323,0.71,0.82
3324,0.71,0.83
3325,0.71,0.84
3326,0.71,0.85
3327,0.71,0.86
3328,0.71,0.87
3329,0.71,0.89
3330,0.71,0.9
3331,0.71,0.91
3332,0.71,0.92
3333,0.71,0.93
3334,0.71,0.94
3335,0.71,0.96
3336,0.71,0.97
3337,0.71,0.98
3338,0.72,0.2
3339,0.72,0.21
3340,0.72,0.22
3341,0.72,0.23
3342,0.72,0.25
3343,0.72,0.26
3344,0.72,0.27
3345,0.72,0.28
3346,0.72,0.29
3347,0.72,0.3
3348,0.72,0.31
3349,0.72,0.32
3350,0.72,0.33
3351,0.72,0.34
3352,0.72,0.35
3353,0.72,0.36
3354,0.72,0.37
3355,0.72,0.38
3356,0.72,0.39
3357,0.72,0.4
3358,0.72,0.41
3359,0.72,0.42
3360,0.72,0.43
3361,0.72,0.44
3362,0.72,0.45
3363,0.72,0.46
3364,0.72,0.47
3365,0.72,0.48
3366,0.72,0.49
3367,0.72,0.5
3368,0.72,0.51
3369,0.72,0.52
3370,0.72,0.53
3371,0.72,0.54
3372,0.72,0.55
3373,0.72,0.56
3374,0.72,0.57
3375,0.72,0.58
3376,0.72,0.59
3377,0.72,0.6
3378,0.72,0.61
3379,0.72,0.62
3380,0.72,0.63
3381,0.72,0.64
3382,0.72,0.65
3383,0.72,0.66
3384,0.72,0.67
3385,0.72,0.68
3386,0.72,0.69
3387,0.72,0.7
3388,0.72,0.71
3389,0.72,0.72
3390,0.72,0.73
3391,0.72,0.74
3392,0.72,0.75
3393,0.72,0.76
3394,0.72,0.77
3395,0.72,0.78
3396,0.72,0.79
3397,0.72,0.8
3398,0.72,0.81
3399,0.72,0.82
3400,0.72,0.83
3401,0.72,0.84
3402,0.72,0.85
3403,0.72,0.86
3404,0.72,0.87
3405,0.72,0.88
3406,0.72,0.89
3407,0.72,0.91
3408,0.72,0.93
3409,0.72,0.95
3410,0.73,0.2
3411,0.73,0.21
3412,0.73,0.22
3413,0.73,0.23
3414,0.73,0.24
3415,0.73,0.25
3416,0.73,0.26
3417,0.73,0.27
3418,0.73,0.28
3419,0.73,0.29
3420,0.73,0.3
3421,0.73,0.31
3422,0.73,0.32
3423,0.73,0.33
3424,0.73,0.34
3425,0.73,0.35
3426,0.73,0.36
3427,0.73,0.37
3428,0.73,0.38
3429,0.73,0.39
3430,0.73,0.4
3431,0.73,0.41
3432,0.73,0.42
3433,0.73,0.43
3434,0.73,0.44
3435,0.73,0.45
3436,0.73,0.46
3437,0.73,0.47
3438,0.73,0.48
3439,0.73,0.49
3440,0.73,0.5
3441,0.73,0.51
3442,0.73,0.52
3443,0.73,0.53
3444,0.73,0.54
3445,0.73,0.55
3446,0.73,0.56
3447,0.73,0.57
3448,0.73,0.58
3449,0.73,0.59
3450,0.73,0.6
3451,0.73,0.61
3452,0.73,0.62
3453,0.73,0.63
3454,0.73,0.64
3455,0.73,0.65
3456,0.73,0.66
3457,0.73,0.67
3458,0.73,0.68
3459,0.73,0.69
3460,0.73,0.7
3461,0.73,0.71
3462,0.73,0.72
3463,0.73,0.73
3464,0.73,0.74
3465,0.73,0.75
3466,0.73,0.76
3467,0.73,0.77
3468,0.73,0.78
3469,0.73,0.79
3470,0.73,0.8
3471,0.73,0.81
3472,0.73,0.82
3473,0.73,0.83
3474,0.73,0.84
3475,0.73,0.85
3476,0.73,0.86
3477,0.73,0.87
3478,0.73,0.88
3479,0.73,0.89
3480,0.73,0.92
3481,0.74,0.2
3482,0.74,0.21
3483,0.74,0.22
3484,0.74,0.23
3485,0.74,0.24
3486,0.74,0.25
3487,0.74,0.26
3488,0.74,0.27
3489,0.74,0.28
3490,0.74,0.29
3491,0.74,0.3
3492,0.74,0.31
3493,0.74,0.32
3494,0.74,0.33
3495,0.74,0.34
3496,0.74,0.35
3497,0.74,0.36
3498,0.74,0.37
3499,0.74,0.38
3500,0.74,0.39
3501,0.74,0.4
3502,0.74,0.41
3503,0.74,0.42
3504,0.74,0.43
3505,0.74,0.44
3506,0.74,0.45
3507,0.74,0.46
3508,0.74,0.47
3509,0.74,0.48
3510,0.74,0.49
3511,0.74,0.5
3512,0.74,0.51
3513,0.74,0.52
3514,0.74,0.53
3515,0.74,0.54
3516,0.74,0.55
3517,0.74,0.56
3518,0.74,0.57
3519,0.74,0.58
3520,0.74,0.59
3521,0.74,0.6
3522,0.74,0.61
3523,0.74,0.62
3524,0.74,0.63
3525,0.74,0.64
3526,0.74,0.65
3527,0.74,0.66
3528,0.74,0.67
3529,0.74,0.68
3530,0.74,0.69
3531,0.74,0.7
3532,0.74,0.71
3533,0.74,0.72
3534,0.74,0.73
3535,0.74,0.74
3536,0.74,0.75
3537,0.74,0.76
3538,0.74,0.77
3539,0.74,0.78
3540,0.74,0.79
3541,0.74,0.8
3542,0.74,0.81
3543,0.74,0.82
3544,0.74,0.83
3545,0.74,0.84
3546,0.74,0.85
3547,0.74,0.86
3548,0.74,0.87
3549,0.74,0.88
3550,0.74,0.89
3551,0.74,0.91
3552,0.74,0.92
3553,0.74,0.94
3554,0.74,0.98
3555,0.75,0.2
3556,0.75,0.22
3557,0.75,0.23
3558,0.75,0.24
3559,0.75,0.25
3560,0.75,0.26
3561,0.75,0.27
3562,0.75,0.28
3563,0.75,0.29
3564,0.75,0.3
3565,0.75,0.31
3566,0.75,0.32
3567,0.75,0.33
3568,0.75,0.34
3569,0.75,0.35
3570,0.75,0.36
3571,0.75,0.37
3572,0.75,0.38
3573,0.75,0.39
3574,0.75,0.4
3575,0.75,0.41
3576,0.75,0.42
3577,0.75,0.43
3578,0.75,0.44
3579,0.75,0.45
3580,0.75,0.46
3581,0.75,0.47
3582,0.75,0.48
3583,0.75,0.49
3584,0.75,0.5
3585,0.75,0.51
3586,0.75,0.52
3587,0.75,0.53
3588,0.75,0.54
3589,0.75,0.55
3590,0.75,0.56
3591,0.75,0.57
3592,0.75,0.58
3593,0.75,0.59
3594,0.75,0.6
3595,0.75,0.61
3596,0.75,0.62
3597,0.75,0.63
3598,0.75,0.64
3599,0.75,0.65
3600,0.75,0.66
3601,0.75,0.67
3602,0.75,0.68
3603,0.75,0.69
3604,0.75,0.7
3605,0.75,0.71
3606,0.75,0.72
3607,0.75,0.73
3608,0.75,0.74
3609,0.75,0.75
3610,0.75,0.76
3611,0.75,0.77
3612,0.75,0.78
3613,0.75,0.79
3614,0.75,0.8
3615,0.75,0.81
3616,0.75,0.82
3617,0.75,0.83
3618,0.75,0.84
3619,0.75,0.85
3620,0.75,0.86
3621,0.75,0.87
3622,0.75,0.9
3623,0.75,0.91
3624,0.75,0.92
3625,0.76,0.2
3626,0.76,0.21
3627,0.76,0.22
3628,0.76,0.23
3629,0.76,0.24
3630,0.76,0.25
3631,0.76,0.26
3632,0.76,0.27
3633,0.76,0.28
3634,0.76,0.29
3635,0.76,0.3
3636,0.76,0.31
3637,0.76,0.32
3638,0.76,0.33
3639,0.76,0.34
3640,0.76,0.35
3641,0.76,0.36
3642,0.76,0.37
3643,0.76,0.38
3644,0.76,0.39
3645,0.76,0.4
3646,0.76,0.41
3647,0.76,0.42
3648,0.76,0.43
3649,0.76,0.44
3650,0.76,0.45
3651,0.76,0.46
3652,0.76,0.47
3653,0.76,0.48
3654,0.76,0.49
3655,0.76,0.5
3656,0.76,0.51
3657,0.76,0.52
3658,0.76,0.53
3659,0.76,0.54
3660,0.76,0.55
3661,0.76,0.56
3662,0.76,0.57
3663,0.76,0.58
3664,0.76,0.59
3665,0.76,0.6
3666,0.76,0.61
3667,0.76,0.62
3668,0.76,0.63
3669,0.76,0.64
3670,0.76,0.65
3671,0.76,0.66
3672,0.76,0.67
3673,0.76,0.68
3674,0.76,0.69
3675,0.76,0.7
3676,0.76,0.71
3677,0.76,0.72
3678,0.76,0.73
3679,0.76,0.74
3680,0.76,0.75
3681,0.76,0.76
3682,0.76,0.77
3683,0.76,0.78
3684,0.76,0.79
3685,0.76,0.8
3686,0.76,0.81
3687,0.76,0.82
3688,0.76,0.83
3689,0.76,0.84
3690,0.76,0.85
3691,0.76,0.86
3692,0.76,0.88
3693,0.76,0.9
3694,0.76,0.92
3695,0.77,0.2
3696,0.77,0.21
3697,0.77,0.22
3698,0.77,0.23
3699,0.77,0.24
3700,0.77,0.25
3701,0.77,0.26
3702,0.77,0.27
3703,0.77,0.28
3704,0.77,0.29
3705,0.77,0.3
3706,0.77,0.31
3707,0.77,0.32
3708,0.77,0.33
3709,0.77,0.34
3710,0.77,0.35
3711,0.77,0.36
3712,0.77,0.37
3713,0.77,0.38
3714,0.77,0.39
3715,0.77,0.4
3716,0.77,0.41
3717,0.77,0.42
3718,0.77,0.43
3719,0.77,0.44
3720,0.77,0.45
3721,0.77,0.46
3722,0.77,0.47
3723,0.77,0.48
3724,0.77,0.49
3725,0.77,0.5
3726,0.77,0.51
3727,0.77,0.52
3728,0.77,0.53
3729,0.77,0.54
3730,0.77,0.55
3731,0.77,0.56
3732,0.77,0.57
3733,0.77,0.58
3734,0.77,0.59
3735,0.77,0.6
3736,0.77,0.61
3737,0.77,0.62
3738,0.77,0.63
3739,0.77,0.64
3740,0.77,0.65
3741,0.77,0.66
3742,0.77,0.67
3743,0.77,0.68
3744,0.77,0.69
3745,0.77,0.7
3746,0.77,0.71
3747,0.77,0.72
3748,0.77,0.73
3749,0.77,0.74
3750,0.77,0.75
3751,0.77,0.76
3752,0.77,0.77
3753,0.77,0.78
3754,0.77,0.79
3755,0.77,0.8
3756,0.77,0.81
3757,0.77,0.82
3758,0.77,0.83
3759,0.77,0.84
3760,0.77,0.86
3761,0.77,0.88
3762,0.77,0.89
3763,0.77,0.9
3764,0.78,0.2
3765,0.78,0.21
3766,0.78,0.22
3767,0.78,0.23
3768,0.78,0.24
3769,0.78,0.25
3770,0.78,0.26
3771,0.78,0.27
3772,0.78,0.28
3773,0.78,0.29
3774,0.78,0.3
3775,0.78,0.31
3776,0.78,0.32
3777,0.78,0.33
3778,0.78,0.34
3779,0.78,0.35
3780,0.78,0.36
3781,0.78,0.37
3782,0.78,0.38
3783,0.78,0.39
3784,0.78,0.4
3785,0.78,0.41
3786,0.78,0.42
3787,0.78,0.43
3788,0.78,0.44
3789,0.78,0.45
3790,0.78,0.46
3791,0.78,0.47
3792,0.78,0.48
3793,0.78,0.49
3794,0.78,0.5
3795,0.78,0.51
3796,0.78,0.52
3797,0.78,0.53
3798,0.78,0.54
3799,0.78,0.55
3800,0.78,0.56
3801,0.78,0.57
3802,0.78,0.58
3803,0.78,0.59
3804,0.78,0.6
3805,0.78,0.61
3806,0.78,0.62
3807,0.78,0.63
3808,0.78,0.64
3809,0.78,0.65
3810,0.78,0.66
3811,0.78,0.67
3812,0.78,0.68
3813,0.78,0.69
3814,0.78,0.7
3815,0.78,0.71
3816,0.78,0.72
3817,0.78,0.73
3818,0.78,0.74
3819,0.78,0.75
3820,0.78,0.76
3821,0.78,0.77
3822,0.78,0.78
3823,0.78,0.79
3824,0.78,0.8
3825,0.78,0.81
3826,0.78,0.82
3827,0.78,0.83
3828,0.78,0.84
3829,0.78,0.85
3830,0.78,0.86
3831,0.78,0.89
3832,0.78,0.9
3833,0.78,0.93
3834,0.78,0.96
3835,0.79,0.2
3836,0.79,0.21
3837,0.79,0.22
3838,0.79,0.23
3839,0.79,0.24
3840,0.79,0.25
3841,0.79,0.26
3842,0.79,0.27
3843,0.79,0.28
3844,0.79,0.29
3845,0.79,0.3
3846,0.79,0.31
3847,0.79,0.32
3848,0.79,0.33
3849,0.79,0.34
3850,0.79,0.35
3851,0.79,0.36
3852,0.79,0.37
3853,0.79,0.38
3854,0.79,0.39
3855,0.79,0.4
3856,0.79,0.41
3857,0.79,0.42
3858,0.79,0.43
3859,0.79,0.44
3860,0.79,0.45
3861,0.79,0.46
3862,0.79,0.47
3863,0.79,0.48
3864,0.79,0.49
3865,0.79,0.5
3866,0.79,0.51
3867,0.79,0.52
3868,0.79,0.53
3869,0.79,0.54
3870,0.79,0.55
3871,0.79,0.56
3872,0.79,0.57
3873,0.79,0.58
3874,0.79,0.59
3875,0.79,0.6
