rmse_I,rmse_Beta,time_predict,day,actual_peak_I,predicted_peak_I,actual_peak_day,predicted_peak_day
49485.3261789554,3.5700930365201613e-06,0.00099945068359375,10,296604.0,402181.8374501252,19,17
28801.68960756983,8.33683102116002e-06,0.0,15,17000.0,52935.008145755055,20,25
54724.29433492249,3.5388645910867397e-06,0.0009999275207519531,12,95308.0,205267.22423906997,19,21
34076.046656867824,7.363047358649264e-07,0.0009992122650146484,31,32742.0,51425.46746934012,39,58
65345.472898087355,5.504895619358785e-07,0.0009999275207519531,28,102260.0,162727.90453926896,43,54
61826.30940682178,5.810662487275329e-06,0.0,9,198858.0,315637.906292964,17,15
53244.654430818286,1.103806800660507e-06,0.0010001659393310547,18,84550.0,122430.24537014804,31,38
58355.59898995841,4.033267101941174e-06,0.0010001659393310547,10,164005.0,295507.5731335227,20,18
80267.55263747013,1.4461157446075144e-06,0.001001596450805664,15,151153.0,304637.2104652443,26,29
62508.65975631825,5.278313149367669e-06,0.0009996891021728516,8,225800.0,371245.7604409292,17,15
32780.556959923364,4.882185051614768e-06,0.001001119613647461,14,23928.0,62036.06441558806,19,24
46061.872225454135,8.259323637901246e-06,0.0,11,54224.0,135788.57607790688,17,18
48100.71239353547,3.941533472477612e-06,0.0010006427764892578,12,222101.0,349122.88140734145,22,20
50686.67934747441,1.7319172488697232e-06,0.0009989738464355469,25,79712.0,148879.18746892962,33,38
44817.72564633837,3.148511572849e-06,0.0010008811950683594,11,299105.0,415931.9171770372,21,19
57193.95956145406,6.840196484057141e-06,0.0010004043579101562,10,80785.0,184098.84838166536,17,17
62780.269669956564,5.2338688834873835e-06,0.0,10,108875.0,254557.80665817385,17,17
55969.3342665141,5.4472449345429175e-06,0.0010001659393310547,8,228381.0,344456.5753864868,17,15
58693.8302122204,5.271139172277435e-06,0.0009963512420654297,12,141583.0,257317.46080393787,20,19
28993.32719135436,6.872292435355832e-06,0.0,14,15732.0,48202.17083265672,18,24
54477.34792918779,5.3939919388926555e-06,0.0009992122650146484,11,127205.0,259498.80848399195,19,18
34812.82943729854,5.97611012858592e-06,0.0010008811950683594,21,19582.0,69290.29935153786,28,32
61402.6950806794,8.356757226936024e-07,0.001001119613647461,43,111661.0,111539.28764544125,60,69
70717.0960898879,2.3305969985894376e-06,0.0009999275207519531,12,96111.0,332495.3513959465,23,22
49428.98750617442,5.280247918487937e-06,0.00099945068359375,17,52411.0,117853.77607610234,23,26
62845.20193761014,1.358811542395564e-06,0.0010004043579101562,17,122467.0,245729.98675010196,31,29
31205.473823620276,7.705997578906198e-06,0.0005545616149902344,13,17397.0,51007.43893277646,17,22
51839.97419483737,5.533485218202932e-06,0.0010027885437011719,11,103498.0,201687.15244849314,18,18
42556.90879878926,5.176864689578529e-06,0.0010008811950683594,14,27547.0,89807.82780508537,19,24
56784.64545386241,6.623714721280751e-06,0.0009999275207519531,9,118545.0,240362.4922964217,18,16
49343.604096033625,1.965844019127643e-06,0.00099945068359375,14,261922.0,370008.23294341663,23,24
